%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1463846627251138379,288,1463846627096186374,,1493.0,2.40000009537
1463846627251705269,289,1463846627127295049,,1494.0,2.51999998093
1463846627251756937,290,1463846627144566488,,1493.0,2.40000009537
1463846627251801053,291,1463846627159610995,,1494.0,2.75999999046
1463846627252188719,292,1463846627181525732,,1493.0,2.40000009537
1463846627252273461,293,1463846627199370676,,1493.0,2.40000009537
1463846627252344556,294,1463846627220320962,,1494.0,2.51999998093
1463846627258359817,295,1463846627249039106,,1494.0,2.51999998093
1463846627268996449,296,1463846627266079810,,1494.0,2.51999998093
1463846627287462242,297,1463846627285254476,,1494.0,2.51999998093
1463846627309240205,298,1463846627306353515,,1493.0,2.40000009537
1463846627331975745,299,1463846627329199111,,1493.0,2.40000009537
1463846627354885353,300,1463846627351707822,,1494.0,2.51999998093
1463846627377270311,301,1463846627374158042,,1494.0,2.51999998093
1463846627409727771,302,1463846627393872045,,1494.0,2.51999998093
1463846627413637196,303,1463846627404652326,,1494.0,2.51999998093
1463846627431853608,304,1463846627428592794,,1494.0,2.40000009537
1463846627456565345,305,1463846627453543600,,1493.0,2.51999998093
1463846627490134553,306,1463846627482804570,,1494.0,2.40000009537
1463846627513079005,307,1463846627505406409,,1493.0,2.40000009537
1463846627560925147,308,1463846627527094474,,1495.0,2.51999998093
1463846627562338205,309,1463846627549518912,,1494.0,2.51999998093
1463846627602571649,310,1463846627571025983,,1494.0,2.40000009537
1463846627602981399,311,1463846627593840328,,1494.0,2.51999998093
1463846627631747252,312,1463846627615612249,,1494.0,2.51999998093
1463846627646767123,313,1463846627633496413,,1494.0,2.51999998093
1463846627661954341,314,1463846627655582457,,1494.0,2.51999998093
1463846627679967154,315,1463846627676767384,,1494.0,2.51999998093
1463846627702141690,316,1463846627699260834,,1494.0,2.51999998093
1463846627731509695,317,1463846627723083903,,1494.0,2.51999998093
1463846627759518081,318,1463846627755191927,,1494.0,2.51999998093
1463846627782951921,319,1463846627778616912,,1494.0,2.51999998093
1463846627808846553,320,1463846627800979421,,1494.0,2.40000009537
1463846627832474929,321,1463846627823418912,,1494.0,2.51999998093
1463846627851691732,322,1463846627844963380,,1493.0,2.40000009537
1463846627877475685,323,1463846627869446101,,1494.0,2.51999998093
1463846627900057888,324,1463846627893567979,,1494.0,2.51999998093
1463846627919606418,325,1463846627915399850,,1494.0,2.51999998093
1463846627951420268,326,1463846627937310212,,1493.0,2.40000009537
1463846628002844680,327,1463846627958945307,,1493.0,2.40000009537
1463846628003397247,328,1463846627981913718,,1494.0,2.51999998093
1463846628041074679,329,1463846628003393392,,1494.0,2.40000009537
1463846628041590057,330,1463846628025568341,,1494.0,2.51999998093
1463846628053918292,331,1463846628046386483,,1494.0,2.51999998093
1463846628072805706,332,1463846628068996233,,1494.0,2.51999998093
1463846628096552830,333,1463846628090733721,,1493.0,2.40000009537
1463846628137375811,334,1463846628117252479,,1494.0,2.51999998093
1463846628154570057,335,1463846628138624905,,1494.0,2.51999998093
1463846628166349423,336,1463846628160383748,,1493.0,2.40000009537
1463846628202262225,337,1463846628182976154,,1493.0,2.40000009537
1463846628211238134,338,1463846628206114304,,1494.0,2.51999998093
1463846628235676942,339,1463846628228491184,,1494.0,2.51999998093
1463846628286915452,340,1463846628251159790,,1494.0,2.51999998093
1463846628288341062,341,1463846628274715085,,1493.0,2.40000009537
1463846628318796900,342,1463846628301992091,,1494.0,2.40000009537
1463846628343382118,343,1463846628323599160,,1494.0,2.51999998093
1463846628364944966,344,1463846628346121199,,1493.0,2.40000009537
1463846628381660867,345,1463846628369311902,,1493.0,2.40000009537
1463846628395637582,346,1463846628391543361,,1494.0,2.51999998093
1463846628423430174,347,1463846628413988160,,1494.0,2.51999998093
1463846628444207481,348,1463846628436318944,,1494.0,2.51999998093
1463846628472735197,349,1463846628458165081,,1493.0,2.40000009537
1463846628494535656,350,1463846628485161351,,1493.0,2.40000009537
1463846628520201214,351,1463846628506227884,,1494.0,2.51999998093
1463846628535571611,352,1463846628528684141,,1494.0,2.51999998093
1463846628563800933,353,1463846628550406056,,1494.0,2.40000009537
1463846628586000517,354,1463846628573534570,,1494.0,2.51999998093
1463846628604985173,355,1463846628596065360,,1494.0,2.51999998093
1463846628639353613,356,1463846628619137310,,1494.0,2.51999998093
1463846628660544576,357,1463846628641976024,,1493.0,2.40000009537
1463846628678831611,358,1463846628667751117,,1494.0,2.40000009537
1463846628700945255,359,1463846628689609337,,1494.0,2.51999998093
1463846628724598417,360,1463846628713015462,,1493.0,2.40000009537
1463846628753264782,361,1463846628734723835,,1494.0,2.51999998093
1463846628781182118,362,1463846628757682553,,1494.0,2.51999998093
1463846628798299122,363,1463846628779586816,,1494.0,2.51999998093
1463846628828311199,364,1463846628801854943,,1494.0,2.51999998093
1463846628829517636,365,1463846628824036349,,1494.0,2.51999998093
1463846628852742767,366,1463846628845886184,,1494.0,2.51999998093
1463846628878115922,367,1463846628872296397,,1493.0,2.40000009537
1463846628902685046,368,1463846628894297329,,1493.0,2.40000009537
1463846628922817909,369,1463846628916655771,,1494.0,2.51999998093
1463846628949090202,370,1463846628938327372,,1495.0,2.51999998093
1463846628979398380,371,1463846628962034963,,1494.0,2.51999998093
1463846629013989793,372,1463846628983629583,,1493.0,2.40000009537
1463846629014454649,373,1463846629006389494,,1493.0,2.40000009537
1463846629054228947,374,1463846629028804339,,1494.0,2.51999998093
1463846629102390440,375,1463846629052972509,,1494.0,2.51999998093
1463846629102897484,376,1463846629078673427,,1493.0,2.40000009537
1463846629173267930,377,1463846629101772820,,1493.0,2.51999998093
1463846629175431006,378,1463846629123564106,,1493.0,2.40000009537
1463846629175810078,379,1463846629146293750,,1494.0,2.51999998093
1463846629177159071,380,1463846629169609763,,1494.0,2.51999998093
1463846629288992556,381,1463846629192863275,,1493.0,2.40000009537
1463846629289298033,382,1463846629217251815,,1494.0,2.40000009537
1463846629290147117,383,1463846629238492619,,1494.0,2.51999998093
