%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1446040889265493514,2574,1446040889099178075,robocape_mag,19.8,30.9,-5.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889281682139,2575,1446040889159100055,robocape_mag,19.8,30.9,-5.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889295399264,2576,1446040889189232110,robocape_mag,-7.8,24.9,-4.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889296344305,2577,1446040889266746044,robocape_mag,-7.8,24.9,-4.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889305202597,2578,1446040889300096988,robocape_mag,-7.8,24.9,-4.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889357931305,2579,1446040889331355094,robocape_mag,-7.8,24.9,-4.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889384384305,2580,1446040889379334926,robocape_mag,-23.1,20.4,-0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889414395139,2581,1446040889407677888,robocape_mag,-23.1,20.4,-0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889444289597,2582,1446040889439559936,robocape_mag,-23.1,20.4,-0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889481551222,2583,1446040889473620891,robocape_mag,-23.1,20.4,-0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889511418930,2584,1446040889505929946,robocape_mag,-21.0,3.9,16.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889541144055,2585,1446040889536252975,robocape_mag,-21.0,3.9,16.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889577145680,2586,1446040889571089982,robocape_mag,-21.0,3.9,16.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889605095180,2587,1446040889600150108,robocape_mag,-21.0,3.9,16.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889635275222,2588,1446040889629908084,robocape_mag,-21.0,3.9,16.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446040889666460222,2589,1446040889659671068,robocape_mag,14.1,-20.4,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
