%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1464076540899534888,314,1464076540868604813,,0.0,6.0
1464076541051839672,315,1464076540904219667,,0.0,6.0
1464076541051876557,316,1464076540933942118,,0.0,6.0
1464076541051911462,317,1464076540958866218,,0.0,6.0
1464076541051946055,318,1464076540987377398,,0.0,6.0
1464076541052020972,319,1464076541015797304,,0.0,6.0
1464076541198664509,320,1464076541037545060,,0.0,-6.0
1464076541200142937,321,1464076541069744756,,0.0,-6.0
1464076541200421608,322,1464076541096460651,,0.0,6.0
1464076541200704238,323,1464076541110455075,,0.0,6.0
1464076541200956807,324,1464076541137831829,,0.0,-6.0
1464076541203607484,325,1464076541176191814,,0.0,-6.0
1464076541250950932,326,1464076541219074658,,0.0,6.0
1464076541271857102,327,1464076541259993004,,0.0,6.0
1464076541290153127,328,1464076541282741608,,0.0,-6.0
1464076541347151680,329,1464076541313621253,,0.0,-6.0
1464076541347390027,330,1464076541328022925,,0.0,-6.0
1464076541347510320,331,1464076541333380754,,0.0,-6.0
1464076541387803337,332,1464076541360595484,,0.0,-6.0
1464076541388953966,333,1464076541376385455,,0.0,-6.0
1464076541431192258,334,1464076541426142327,,0.0,6.0
1464076541469099462,335,1464076541462511034,,0.0,6.0
1464076541482036096,336,1464076541470802171,,0.0,-6.0
1464076541521230581,337,1464076541501296345,,0.0,-6.0
1464076541527158463,338,1464076541513608536,,0.0,-6.0
1464076541552626983,339,1464076541534530388,,0.0,-6.0
1464076541574033343,340,1464076541556822461,,0.0,-6.0
1464076541574368748,341,1464076541567709832,,0.0,-6.0
1464076541644694146,342,1464076541598446000,,0.0,-6.0
1464076541644830850,343,1464076541629057342,,0.0,-6.0
1464076541674590916,344,1464076541656424978,,0.0,6.0
1464076541703624063,345,1464076541685107456,,0.0,6.0
1464076541749859236,346,1464076541712296658,,0.0,-6.0
1464076541749981614,347,1464076541737163606,,0.0,-6.0
1464076541797392110,348,1464076541759964205,,0.0,6.0
1464076541798168835,349,1464076541783979669,,0.0,6.0
1464076541798654958,350,1464076541792915618,,0.0,-6.0
1464076541812733520,351,1464076541797259522,,0.0,-6.0
1464076541846298175,352,1464076541833046090,,0.0,6.0
1464076541849175217,353,1464076541847190816,,0.0,6.0
1464076541880305868,354,1464076541878036963,,0.0,-6.0
1464076541914425363,355,1464076541902025075,,0.0,-6.0
1464076541958086390,356,1464076541923730320,,0.0,-6.0
1464076541958218771,357,1464076541950994439,,0.0,-6.0
1464076541996082056,358,1464076541984305534,,0.0,6.0
1464076542062200619,359,1464076542017736245,,0.0,6.0
1464076542062718001,360,1464076542046869055,,0.0,-6.0
1464076542139311530,361,1464076542079598376,,0.0,-6.0
1464076542139421195,362,1464076542109234866,,0.0,-6.0
1464076542151075809,363,1464076542139087978,,0.0,-6.0
1464076542405090305,364,1464076542167340494,,0.0,-6.0
1464076542405149123,365,1464076542195315850,,0.0,-6.0
1464076542405185800,366,1464076542219837339,,0.0,-6.0
1464076542405223884,367,1464076542242701496,,0.0,-6.0
1464076542405655304,368,1464076542266191347,,0.0,-6.0
1464076542405705370,369,1464076542288544218,,0.0,-6.0
1464076542405739963,370,1464076542319096637,,0.0,6.0
1464076542406005922,371,1464076542346129911,,0.0,6.0
1464076542406045568,372,1464076542365323787,,0.0,6.0
1464076542406539714,373,1464076542386731554,,0.0,6.0
