%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1463845960786037421,295,1463845960671114546,,1493.0,2.40000009537
1463845960786153197,296,1463845960694471002,,1493.0,2.40000009537
1463845960789601444,297,1463845960717336279,,1493.0,2.51999998093
1463845960789678264,298,1463845960740429152,,1494.0,2.51999998093
1463845960789775187,299,1463845960768013667,,1494.0,2.40000009537
1463845960789896172,300,1463845960782701826,,1494.0,2.51999998093
1463845960809027537,301,1463845960803302872,,1494.0,2.51999998093
1463845960825422711,302,1463845960822641468,,1494.0,2.40000009537
1463845960835999733,303,1463845960833973096,,1494.0,2.40000009537
1463845960849240502,304,1463845960846728884,,1494.0,2.51999998093
1463845960879943693,305,1463845960873311721,,1494.0,2.51999998093
1463845960895413383,306,1463845960886156100,,1494.0,2.51999998093
1463845960910293774,307,1463845960906798446,,1494.0,2.51999998093
1463845960934820391,308,1463845960931712027,,1494.0,2.40000009537
1463845960955187384,309,1463845960946761317,,1494.0,2.40000009537
1463845960973333112,310,1463845960967484389,,1495.0,2.51999998093
1463845960992063452,311,1463845960988122360,,1493.0,2.40000009537
1463845961008141763,312,1463845961005317554,,1494.0,2.51999998093
1463845961029709852,313,1463845961024206428,,1494.0,2.51999998093
1463845961059587659,314,1463845961055683806,,1494.0,2.51999998093
1463845961093704149,315,1463845961077265019,,1494.0,2.51999998093
1463845961113868909,316,1463845961099793226,,1494.0,2.51999998093
1463845961129705615,317,1463845961124670609,,1493.0,2.40000009537
1463845961140506586,318,1463845961136591379,,1494.0,2.51999998093
1463845961149248265,319,1463845961144069984,,1494.0,2.40000009537
1463845961176490292,320,1463845961163546960,,1493.0,2.40000009537
1463845961183808539,321,1463845961181528475,,1493.0,2.51999998093
1463845961215723503,322,1463845961201257419,,1494.0,2.51999998093
1463845961242216811,323,1463845961238517220,,1494.0,2.51999998093
1463845961262930715,324,1463845961249093513,,1493.0,2.40000009537
1463845961271944467,325,1463845961261311145,,1494.0,2.51999998093
1463845961288830036,326,1463845961282176034,,1494.0,2.40000009537
1463845961306210274,327,1463845961302942905,,1494.0,2.51999998093
1463845961329354862,328,1463845961325796516,,1493.0,2.51999998093
1463845961348647626,329,1463845961341484009,,1494.0,2.51999998093
1463845961376012097,330,1463845961361365291,,1494.0,2.51999998093
1463845961386772340,331,1463845961381497501,,1494.0,2.40000009537
1463845961410511123,332,1463845961401427791,,1493.0,2.40000009537
1463845961435478815,333,1463845961421877905,,1494.0,2.51999998093
1463845961455697115,334,1463845961441904181,,1493.0,2.40000009537
1463845961482640404,335,1463845961476419613,,1493.0,2.51999998093
1463845961510775729,336,1463845961504311250,,1494.0,2.51999998093
1463845961538124367,337,1463845961529542681,,1494.0,2.51999998093
1463845961560177228,338,1463845961552075992,,1494.0,2.51999998093
1463845961689962363,339,1463845961584089077,,1494.0,2.51999998093
1463845961690275736,340,1463845961605545660,,1494.0,2.51999998093
1463845961691664013,341,1463845961630449344,,1494.0,2.51999998093
1463845961691731250,342,1463845961652991769,,1494.0,2.51999998093
1463845961692745636,343,1463845961682856295,,1494.0,2.51999998093
1463845961757291317,344,1463845961708277667,,1494.0,2.40000009537
1463845961759243165,345,1463845961734979872,,1493.0,2.40000009537
1463845961783682962,346,1463845961765685093,,1494.0,2.51999998093
1463845961811562776,347,1463845961792911392,,1494.0,2.40000009537
1463845961832613438,348,1463845961825924697,,1499.0,2.51999998093
1463845961862813315,349,1463845961851481115,,1494.0,2.51999998093
1463845961885364802,350,1463845961880901336,,1493.0,2.40000009537
1463845961907341990,351,1463845961897796437,,1493.0,2.40000009537
1463845961927265145,352,1463845961911059809,,1493.0,2.40000009537
