%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1446040279391218098,227,1446040278992546081,robocape,1700.0,1497.0
1446040279395115056,228,1446040279058393955,robocape,1700.0,1495.0
1446040279395176348,229,1446040279095544099,robocape,1700.0,1492.0
1446040279395252681,230,1446040279194003105,robocape,1700.0,1490.0
1446040279395320389,231,1446040279231447935,robocape,1700.0,1495.0
1446040279395351598,232,1446040279262592077,robocape,1700.0,1497.0
1446040279401644348,233,1446040279311798095,robocape,1700.0,1497.0
1446040279448782431,234,1446040279436584949,robocape,1700.0,1490.0
1446040279541786014,235,1446040279539084911,robocape,1700.0,1494.0
1446040279574491223,236,1446040279573223114,robocape,1700.0,1490.0
1446040279605603806,237,1446040279604353904,robocape,1700.0,1489.0
1446040279640595306,238,1446040279639292955,robocape,1700.0,1490.0
1446040279771983223,239,1446040279770647048,robocape,1700.0,1495.0
1446040279799345181,240,1446040279797760009,robocape,1700.0,1494.0
1446040279832728931,241,1446040279830912113,robocape,1700.0,1489.0
1446040279865314973,242,1446040279863586902,robocape,1700.0,1489.0
1446040279897642515,243,1446040279896294116,robocape,1700.0,1490.0
1446040279934239473,244,1446040279932440042,robocape,1700.0,1494.0
1446040279985428056,245,1446040279983905076,robocape,1700.0,1497.0
1446040280018505473,246,1446040280017148971,robocape,1700.0,1495.0
1446040280068149265,247,1446040280066709041,robocape,1700.0,1490.0
1446040280101413765,248,1446040280098102092,robocape,1700.0,1490.0
1446040280144948306,249,1446040280142899036,robocape,1700.0,1489.0
1446040280177440181,250,1446040280175729036,robocape,1700.0,1495.0
1446040280276178056,251,1446040280274478912,robocape,1700.0,1497.0
1446040280309090223,252,1446040280307255029,robocape,1700.0,1490.0
1446040280344066556,253,1446040280342020034,robocape,1700.0,1490.0
1446040280381406890,254,1446040280377715110,robocape,1700.0,1490.0
1446040280414815015,255,1446040280407001972,robocape,1700.0,1495.0
1446040280445011682,256,1446040280440263032,robocape,1700.0,1495.0
1446040280490584432,257,1446040280488522052,robocape,1700.0,1497.0
1446040280522494515,258,1446040280520817041,robocape,1700.0,1494.0
1446040280555403890,259,1446040280553694009,robocape,1700.0,1489.0
1446040280590550307,260,1446040280588794946,robocape,1700.0,1489.0
1446040280641635557,261,1446040280638634920,robocape,1700.0,1492.0
1446040280675101307,262,1446040280673837900,robocape,1700.0,1495.0
1446040280703235890,263,1446040280701484918,robocape,1700.0,1494.0
1446040280736185515,264,1446040280734457015,robocape,1700.0,1495.0
1446040280769109015,265,1446040280767414093,robocape,1700.0,1490.0
1446040280802028557,266,1446040280800303936,robocape,1700.0,1490.0
1446040280834744807,267,1446040280833045959,robocape,1700.0,1490.0
1446040280867787098,268,1446040280865935087,robocape,1700.0,1489.0
1446040280902175473,269,1446040280900413990,robocape,1700.0,1497.0
1446040280936553182,270,1446040280934844017,robocape,1700.0,1497.0
1446040280966962515,271,1446040280964395999,robocape,1700.0,1497.0
1446040281001590140,272,1446040281000142097,robocape,1700.0,1495.0
1446040281034898723,273,1446040281031574010,robocape,1700.0,1490.0
1446040281070891515,274,1446040281068989038,robocape,1700.0,1490.0
1446040281134606599,275,1446040281133240938,robocape,1700.0,1489.0
